clean_text,label
live now on cbsnewscom streaming video of joplin mo memorial service for tornado victims obama to speak,Non-Informative
one of many images showing the force of an ef5 tornado,Non-Informative
obama offers condolences encouragement to joplin tornado victims foxnewscom,Non-Informative
watch the tornado in springfield,Non-Informative
kinda but today the entire sky was dark there was a tornado like 15 minutes away from my town it got crazy lol,Non-Informative
turns out the tornado sirens went off during the stream and had to head to the safety area,Non-Informative
who doesnt love a puppy surviving a tornado my favorite story of the morning,Non-Informative
dallas love field all passengers and staff are in the basement of the terminal per weather channel,Non-Informative
absolutely shameful two weeks later congress still has not passed aid via,Non-Informative
tornado touches down near billings mt warning sirens sounding billings gazette,Non-Informative
a tornado touched down in california,Non-Informative
it look like they gone have a tornado,Non-Informative
westboro baptist church already spreading their hate in joplin missouri after tornado the westboro baptist chu,Non-Informative
reports on cnn on coverage in mo ok and tx is so nerve wrecking how horrible praying for your safety,Non-Informative
students send cheer to tornado victims tornadoes have been sweeping cities and towns from new england t,Non-Informative
dog rescued from tornado rubble,Non-Informative
it is now being reported that tornado was one mile at times and was on the ground for fourteen miles,Non-Informative
images of oklahoma storms tornado damage,Non-Informative
recommended events incl family event tornado relief train ride,Non-Informative
mass towns give thanks tornado toll wasnt worse,Non-Informative
obama president tornado barack missouri,Non-Informative
great firsthand acct of the by an er doc on duty at st johns,Non-Informative
watch raw video of springfield tornado via,Non-Informative
dont think people in ny could handle a tornado tornado warning in is this the new normal,Non-Informative
guardsman helps rescue tornado victims in cc,Non-Informative
obama vows national response to missouri tornado,Non-Informative
wowza new video showing the ripping thru the aftermath from 435 on is hard to watch,Non-Informative
read jess rollins story about one familys quest for their son after the tornado,Non-Informative
social media helps tornado survivors pick up the pieces,Non-Informative
this is an eyeopener joplin tornado survivor shares his story,Non-Informative
photos beforeafter satellite imagery of joplin mo,Non-Informative
mass towns give thanks tornado toll wasnt worse,Non-Informative
for amazing bravery to and and the people of,Non-Informative
radar view of the severe tstorm in lincoln county,Non-Informative
how strong is your financial foundation the recent tornado outbreak across the country has lots of folks wonde,Non-Informative
wow incredible amazing otherworldly picture from missouri town after tornado,Non-Informative
obama pledges to stand by tornadohit town,Non-Informative
birm breaking news tuscaloosa tornado victims remembered in candlelight vigil aim of remembrance ce,Non-Informative
attention for all who are now out of work due to the tornado there is to be a meeting tomorrow at 4pm at,Non-Informative
highres images from ¢â‚¬â€œ how to helpã¢â‚¬â€œ please help even if just,Non-Informative
basketball hall of fame escapes damage from springfield tornado masslivecom,Non-Informative
god bless marine protects family from in home closet,Non-Informative
tornado langka terjang massachusetts 4 tewas via,Non-Informative
from the natl weather service 15pm westfieldspringfieldmonson tornado was a minimum ef3 in hardest hit areas 136165,Non-Informative
massive tornado strikes massachusetts world nz herald news via,Non-Informative
spc tornado watch 368 status reports,Non-Informative
my inventions can stop tornados and clean pollution,Non-Informative
no doubt that area is not even in tornado alley eithermother nature was pissed ripped bruce county a new one that nite,Non-Informative
any city can be hit by a tornado when many americans think of tornadoes they think of kansas and oklahoma not,Non-Informative
tornado takes kansas man on wild ride,Non-Informative
in joplin missouri today to visit with those who lost so much in last weeks devastating tornado,Non-Informative
needs a weather break,Non-Informative
shocking imagesjoplin mo wiped off map by tornadotruly heartbreakingthere are no wordsplz pray 4 these families,Non-Informative
missourian animal lost found facebook page established for joplin,Non-Informative
some thoughts on after volunteering and seeing some of the destruction,Non-Informative
what tips the balance toward a tornado asking scientists about broader patterns that turn stormy weather into,Non-Informative
like something by bosch mt amazing otherworldly picture fr missouri after tornado,Non-Informative
avoid injury during tornado cleanup please,Non-Informative
wow youve got to see this amazing video of a tornado formation over the ct river in the springfield area,Non-Informative
heres an article by a friend of mine who is editor of a local paper in,Non-Informative
